source,sheet,ID,المجال,المهارة,وصف المعيار,Assessment Question,Expected Development,Importance,Reference,معرف النشاط,اسم النشاط,العمر,المهارة المستهدفة,الهدف,وصف النشاط,الأدوات,المدة,التكرار,مستوى الصعوبة,تعليمات لولي الأمر,النتيجة المتوقعة,المرجع,معرف القاعدة,شرط التقييم,مستوى الشدة,توصية الذكاء الاصطناعي,الأنشطة المقترحة,المتابعة,الإحالة إلى أخصائي,الحقل,القيمة / الوصف,اليوم,رقم النشاط,تم التنفيذ,رقم القالب,الحالة,النص,معرف السؤال,السؤال,نوع الإجابة,الدرجة (نعم),الدرجة (لا),مرتبط بالمعيار,مرتبط بقاعدة القرار,ملاحظات
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q045,هل يجيب عن أسئلة بعد الاستماع لقصة؟,نعم / لا,1.0,0.0,RL055,R033-R036,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q046,هل يتحدث بجمل كاملة ومفهومة؟,نعم / لا,1.0,0.0,EL051,R037-R040,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q047,هل يستطيع وصف الأشياء باستخدام أكثر من صفة؟,نعم / لا,1.0,0.0,EL052,R037-R040,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q048,هل يحكي قصة قصيرة بتسلسل منطقي؟,نعم / لا,1.0,0.0,EL053,R037-R040,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q049,هل يشرح خطوات نشاط بسيط؟,نعم / لا,1.0,0.0,EL054,R037-R040,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q050,هل يجيب عن سؤال (لماذا) بجملة مفهومة؟,نعم / لا,1.0,0.0,EL055,R037-R040,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q051,هل يبدأ الحديث مع الأطفال الآخرين؟,نعم / لا,1.0,0.0,CS051,R041-R044,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q052,هل يتعاون أثناء اللعب الجماعي؟,نعم / لا,1.0,0.0,CS052,R041-R044,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q053,هل يميز مشاعر الآخرين؟,نعم / لا,1.0,0.0,CS053,R041-R044,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q054,هل يقترح حلولًا بسيطة عند حدوث مشكلة؟,نعم / لا,1.0,0.0,CS054,R041-R044,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q055,هل يطرح أسئلة أثناء الحوار؟,نعم / لا,1.0,0.0,CS055,R041-R044,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q056,هل ينطق معظم الكلمات بوضوح؟,نعم / لا,1.0,0.0,SP051,R045-R048,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q057,هل يستطيع تكرار جمل من 5 كلمات؟,نعم / لا,1.0,0.0,SP052,R045-R048,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q058,هل يستطيع الآخرون فهم كلامه بسهولة؟,نعم / لا,1.0,0.0,SP053,R045-R048,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q059,هل يميز بين الأصوات المتشابهة؟,نعم / لا,1.0,0.0,SP054,R045-R048,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q060,هل يتحدث بطلاقة أثناء اللعب؟,نعم / لا,1.0,0.0,SP055,R045-R048,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q061,هل ينفذ ثلاث إلى أربع تعليمات متتابعة دون تذكير؟,نعم / لا,1.0,0.0,RL076,R049-R052,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q062,هل يفهم أحداث قصة ويجيب عن أسئلة تتعلق بها؟,نعم / لا,1.0,0.0,RL077,R049-R052,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q063,هل يفسر سبب حدوث مواقف بسيطة؟,نعم / لا,1.0,0.0,RL078,R049-R052,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q064,هل يصنف الأشياء حسب أكثر من خاصية؟,نعم / لا,1.0,0.0,RL079,R049-R052,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q065,هل يتبع الاتجاهات مثل يمين ويسار وأمام وخلف؟,نعم / لا,1.0,0.0,RL080,R049-R052,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q066,هل يتحدث بجمل كاملة وواضحة؟,نعم / لا,1.0,0.0,EL076,R053-R056,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q067,هل يستطيع سرد قصة قصيرة بتسلسل منطقي؟,نعم / لا,1.0,0.0,EL077,R053-R056,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q068,هل يشرح سبب اختياره أو رأيه؟,نعم / لا,1.0,0.0,EL078,R053-R056,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q069,هل يصف صورة أو موقفًا بتفاصيل متعددة؟,نعم / لا,1.0,0.0,EL079,R053-R056,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q070,هل يجيب عن أسئلة (كيف؟ ولماذا؟) بجمل مفهومة؟,نعم / لا,1.0,0.0,EL080,R053-R056,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q071,هل يبدأ الحديث مع الآخرين بثقة؟,نعم / لا,1.0,0.0,CS076,R057-R060,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q072,هل يحترم دوره أثناء اللعب الجماعي؟,نعم / لا,1.0,0.0,CS077,R057-R060,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q073,هل يعبر عن مشاعره ومشاعر الآخرين؟,نعم / لا,1.0,0.0,CS078,R057-R060,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q074,هل يقترح حلولًا مناسبة للمشكلات البسيطة؟,نعم / لا,1.0,0.0,CS079,R057-R060,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q075,هل يقدم نفسه للآخرين بطريقة مناسبة؟,نعم / لا,1.0,0.0,CS080,R057-R060,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q076,هل يستطيع معظم الأشخاص فهم كلامه بسهولة؟,نعم / لا,1.0,0.0,SP076,R061-R064,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q077,هل ينطق الكلمات الطويلة بوضوح؟,نعم / لا,1.0,0.0,SP077,R061-R064,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q078,هل يتحدث بطلاقة دون صعوبة ملحوظة؟,نعم / لا,1.0,0.0,SP078,R061-R064,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q079,هل يميز بين الأصوات المتشابهة عند سماعها؟,نعم / لا,1.0,0.0,SP079,R061-R064,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q080,هل يتحدث بثقة أثناء الحوار أو اللعب؟,نعم / لا,1.0,0.0,SP080,R061-R064,
